0.486 0.215 0.974 0.124   0.0
0.099 0.260 0.916 0.852   1.0
0.881 0.142 0.229 0.108   0.0
0.305 0.941 0.669 0.131   1.0
0.645 0.375 0.963 0.595   1.0
0.812 0.413 0.594 0.384   1.0
0.655 0.500 0.749 0.869   1.0
0.756 0.299 0.716 0.847   1.0
0.247 0.361 0.511 0.785   0.0
0.687 0.616 0.009 0.545   0.0
0.527 0.111 0.373 0.227   0.0
0.191 0.884 0.051 0.304   0.0
0.314 0.387 0.129 0.688   0.0
0.151 0.369 0.316 0.899   0.0
0.710 0.613 0.345 0.980   1.0
0.621 0.446 0.077 0.324   0.0
0.285 0.421 0.075 0.064   0.0
0.330 0.082 0.946 0.184   0.0
0.898 0.207 0.216 0.007   0.0
0.814 0.456 0.033 0.217   0.0
0.138 0.805 0.475 0.066   0.0
0.168 0.694 0.731 0.936   1.0
0.389 0.285 0.968 0.892   1.0
0.426 0.733 0.125 0.402   0.0
0.520 0.884 0.447 0.865   1.0
0.561 0.307 0.028 0.116   0.0
0.206 0.052 0.141 0.550   0.0
0.120 0.064 0.643 0.037   0.0
0.866 0.632 0.233 0.275   1.0
0.474 0.803 0.845 0.732   1.0
0.229 0.154 0.956 0.848   1.0
0.697 0.834 0.092 0.640   1.0
0.528 0.271 0.315 0.377   0.0
0.071 0.472 0.963 0.469   0.0
0.315 0.300 0.439 0.236   0.0
0.214 0.647 0.315 0.715   0.0
0.901 0.904 0.546 0.144   1.0
0.836 0.641 0.067 0.307   0.0
0.424 0.890 0.549 0.369   1.0
0.116 0.954 0.615 0.377   1.0
0.543 0.134 0.273 0.067   0.0
0.704 0.291 0.864 0.152   1.0
0.747 0.636 0.303 0.731   1.0
0.356 0.675 0.888 0.978   1.0
0.304 0.691 0.461 0.779   1.0
0.180 0.687 0.214 0.459   0.0
0.825 0.192 0.898 0.260   1.0
0.522 0.828 0.737 0.732   1.0
0.452 0.057 0.821 0.683   1.0
0.465 0.005 0.251 0.857   0.0
0.680 0.775 0.837 0.978   1.0
0.961 0.149 0.609 0.339   1.0
0.793 0.090 0.931 0.573   1.0
0.584 0.951 0.509 0.771   1.0
0.936 0.793 0.057 0.607   1.0
0.908 0.723 0.908 0.608   1.0
0.802 0.652 0.365 0.258   1.0
